id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
130,242.48,Barrel,1,18875,No home garden,0,2,82.2
131,207.6,Barrel,1,28731,No home garden,0,3,64.5
132,216.38,No barrel,0,19544,No home garden,0,7,62.7
133,250.36,Barrel,1,28653,No home garden,0,4,80.9
134,223.57,No barrel,0,14885,No home garden,0,7,69.1
135,281.43,No barrel,0,27255,No home garden,0,5,82.2
136,233.91,No barrel,0,22252,No home garden,0,5,67.4
137,156.53,Barrel,1,16299,No home garden,0,3,54
138,227,No barrel,0,28339,No home garden,0,4,63.4
139,214.42,Barrel,1,31862,Home garden,1,6,71.2
140,189.05,Barrel,1,25688,No home garden,0,5,71.5
141,178.81,Barrel,1,23795,Home garden,1,9,72.1
142,243.03,No barrel,0,26763,No home garden,0,5,76.2
143,241.5,No barrel,0,20645,No home garden,0,6,68.3
144,212.11,No barrel,0,11961,No home garden,0,4,70.7
145,187.78,No barrel,0,17118,No home garden,0,7,69.8
146,228.93,No barrel,0,28364,Home garden,1,6,68.2
147,153.46,Barrel,1,7939,No home garden,0,7,67.8
148,227.48,Barrel,1,32363,No home garden,0,2,73.4
149,183.06,Barrel,1,20559,No home garden,0,3,68.6
150,213.13,No barrel,0,22450,No home garden,0,7,66.8
151,213.43,Barrel,1,21992,No home garden,0,4,78.7
152,264.03,No barrel,0,27979,No home garden,0,2,71.8
153,170.94,No barrel,0,6885,No home garden,0,7,66.4
154,171.81,Barrel,1,30342,Home garden,1,6,68
155,223.55,No barrel,0,18034,No home garden,0,5,71.6
156,164.64,Barrel,1,3635,No home garden,0,4,71.4
157,245.53,No barrel,0,13369,No home garden,0,2,74.4
158,170.86,Barrel,1,20765,No home garden,0,7,64
159,174.32,Barrel,1,20211,No home garden,0,5,74.9
160,174.87,No barrel,0,6049,No home garden,0,6,67.2
161,217.44,No barrel,0,28028,No home garden,0,6,69.5
162,168.98,No barrel,0,24006,Home garden,1,8,62.1
163,193.86,No barrel,0,22052,No home garden,0,4,61.7
164,219.74,No barrel,0,27177,No home garden,0,6,69.6
165,186,Barrel,1,20355,Home garden,1,8,76.3
166,145.88,Barrel,1,9577,No home garden,0,9,68.7
167,242,No barrel,0,34602,No home garden,0,4,69.9
168,235.19,No barrel,0,24962,No home garden,0,5,68.2
169,168.35,No barrel,0,7522,No home garden,0,9,72.9
170,256.56,No barrel,0,30832,No home garden,0,3,67.5
171,278.48,No barrel,0,33357,Home garden,1,7,73.9
172,261.39,No barrel,0,28891,No home garden,0,4,70.1
173,191.91,Barrel,1,7664,No home garden,0,7,79.2
174,254.93,No barrel,0,22879,No home garden,0,1,71.6
175,199.93,Barrel,1,32797,Home garden,1,9,70.9
176,151.87,Barrel,1,6317,No home garden,0,3,69.9
177,240.35,No barrel,0,38750,No home garden,0,4,63.2
178,215.35,No barrel,0,10549,No home garden,0,6,70.8
179,244.16,No barrel,0,16835,No home garden,0,2,71.9
180,261.26,No barrel,0,29641,No home garden,0,5,64.1
181,170.42,No barrel,0,1950,No home garden,0,7,68
182,218.08,Barrel,1,21646,No home garden,0,4,76.4
183,197.67,Barrel,1,31386,No home garden,0,5,75.5
184,217.84,No barrel,0,23409,No home garden,0,5,68.3
185,292.06,No barrel,0,36306,No home garden,0,3,76.1
186,195.83,No barrel,0,14235,No home garden,0,8,71.7
187,191.54,Barrel,1,19422,No home garden,0,3,72.3
188,187.77,No barrel,0,19659,No home garden,0,5,58.6
189,217.56,Barrel,1,24669,No home garden,0,5,76
190,175.36,Barrel,1,14662,No home garden,0,4,67.3
191,220.23,Barrel,1,24369,No home garden,0,4,73.7
192,287.74,No barrel,0,36826,Home garden,1,7,73.4
193,211.1,No barrel,0,17097,No home garden,0,5,65.9
194,219.79,No barrel,0,14804,No home garden,0,5,77.9
195,184.13,Barrel,1,20895,No home garden,0,7,68.1
196,195.77,Barrel,1,23453,No home garden,0,3,61.3
197,170.6,Barrel,1,15292,No home garden,0,3,63.9
198,190.45,Barrel,1,11943,No home garden,0,4,70.4
199,287.96,No barrel,0,39000,Home garden,1,4,74.5
200,222.4,Barrel,1,24622,Home garden,1,7,75.5
201,190.43,Barrel,1,12524,No home garden,0,4,83
202,167.46,No barrel,0,7235,No home garden,0,9,68.3
203,231.78,No barrel,0,19168,No home garden,0,6,67.1
204,278.05,No barrel,0,28649,Home garden,1,8,76.8
205,224.18,No barrel,0,17615,No home garden,0,3,73.4
206,183.79,Barrel,1,24905,Home garden,1,8,64.3
207,228.78,No barrel,0,29426,Home garden,1,6,65.1
208,209.46,No barrel,0,22186,No home garden,0,5,60.7
209,254.34,No barrel,0,24699,Home garden,1,8,70.3
210,182.66,Barrel,1,16278,No home garden,0,8,66.1
211,219.11,Barrel,1,30939,Home garden,1,8,80.7
212,225.08,No barrel,0,28699,No home garden,0,6,62.9
213,217.1,No barrel,0,22377,No home garden,0,5,63.1
214,191.22,Barrel,1,25072,No home garden,0,5,72
215,200.23,No barrel,0,17516,No home garden,0,7,70.3
216,222.2,No barrel,0,24901,Home garden,1,9,69.9
217,137.33,Barrel,1,3797,No home garden,0,7,71.2
218,164.75,Barrel,1,12596,No home garden,0,4,70.2
219,212.63,Barrel,1,29474,Home garden,1,6,76.2
220,158.09,Barrel,1,20795,Home garden,1,8,68.1
221,216.8,Barrel,1,21396,No home garden,0,5,79.9
222,201.3,Barrel,1,11609,No home garden,0,7,86
223,250.41,No barrel,0,26493,No home garden,0,4,73.6
224,179.99,Barrel,1,12809,No home garden,0,7,80.2
225,185.57,Barrel,1,13605,No home garden,0,7,75.5
226,217.07,No barrel,0,26145,No home garden,0,5,67.3
227,137.34,Barrel,1,572,No home garden,0,9,70
228,268.45,No barrel,0,28862,No home garden,0,4,73.6
229,246.05,No barrel,0,28305,No home garden,0,4,71.4
230,202.51,No barrel,0,22778,Home garden,1,7,71.3
231,210.98,No barrel,0,28042,No home garden,0,6,57.5
232,219.92,No barrel,0,20065,No home garden,0,3,73.5
233,190.16,No barrel,0,8463,No home garden,0,6,64.7
234,210.05,Barrel,1,19207,No home garden,0,3,74.1
235,182.9,No barrel,0,22067,Home garden,1,8,60.3
236,232.13,No barrel,0,12730,No home garden,0,3,75.3
237,244.1,No barrel,0,23102,No home garden,0,5,76.9
238,236.51,No barrel,0,25148,Home garden,1,6,69.1
239,233.59,No barrel,0,29420,No home garden,0,5,67.6
240,167.92,Barrel,1,27732,No home garden,0,5,62.1
241,237.27,No barrel,0,26237,No home garden,0,4,69.4
242,240.59,No barrel,0,16245,No home garden,0,2,73.1
243,228.03,No barrel,0,20156,No home garden,0,4,72.7
244,245.57,No barrel,0,12116,No home garden,0,3,79.2
245,274.72,No barrel,0,27499,No home garden,0,4,79.4
246,236.42,Barrel,1,29061,No home garden,0,3,76.2
247,172.59,Barrel,1,16866,No home garden,0,8,62.7
248,200.29,No barrel,0,14483,No home garden,0,7,67.6
249,186.47,Barrel,1,20120,No home garden,0,7,69.2
250,200.91,No barrel,0,17426,No home garden,0,7,59.6
251,179.23,No barrel,0,10322,No home garden,0,6,63.3
252,198.61,No barrel,0,10334,No home garden,0,6,74.7
253,270.99,No barrel,0,31526,Home garden,1,5,67.6
254,220.12,No barrel,0,14850,No home garden,0,5,73.3
255,225.37,No barrel,0,13115,No home garden,0,3,68.9
256,233.38,Barrel,1,29775,No home garden,0,5,76.8
257,252.06,No barrel,0,24220,No home garden,0,5,71.1
258,210.19,No barrel,0,17341,No home garden,0,4,60.3
259,206.69,No barrel,0,23242,No home garden,0,6,64.5
260,285.18,No barrel,0,38900,Home garden,1,7,67.2
261,224.32,No barrel,0,12636,No home garden,0,5,84.8
262,210.92,No barrel,0,25900,Home garden,1,7,62.2
263,258.89,No barrel,0,30876,Home garden,1,6,72.5
264,274.52,No barrel,0,38559,Home garden,1,6,69.1
265,192.86,Barrel,1,11182,No home garden,0,6,78.7
266,241.94,No barrel,0,25847,No home garden,0,4,72.6
267,220.7,No barrel,0,16846,No home garden,0,2,65.2
268,230.96,No barrel,0,21089,No home garden,0,5,68.7
269,205.02,No barrel,0,11424,No home garden,0,4,67.3
270,250.6,Barrel,1,34542,No home garden,0,3,71.6
271,241.77,No barrel,0,22464,Home garden,1,7,70.7
272,232.26,No barrel,0,11423,No home garden,0,3,77
273,226.66,Barrel,1,26701,No home garden,0,4,77.8
274,164,Barrel,1,13528,No home garden,0,2,70.5
275,251.84,No barrel,0,30111,Home garden,1,6,71.2
276,165.88,No barrel,0,7301,No home garden,0,9,67.4
277,253.51,No barrel,0,19713,No home garden,0,2,77.4
278,194.97,Barrel,1,15397,No home garden,0,6,77.3
279,190.12,Barrel,1,24008,Home garden,1,7,73.6
280,244.95,No barrel,0,36530,No home garden,0,3,69.6
281,198.47,Barrel,1,22268,Home garden,1,8,74
282,212.02,Barrel,1,22842,No home garden,0,7,82
283,140.09,Barrel,1,5676,No home garden,0,3,67.2
284,221.59,No barrel,0,19227,No home garden,0,5,75.9
285,257.11,No barrel,0,12084,No home garden,0,5,79.5
286,231.05,No barrel,0,20179,No home garden,0,7,71.2
287,199.72,No barrel,0,13680,No home garden,0,4,62.2
288,194.51,Barrel,1,29663,Home garden,1,7,73.7
289,209.04,No barrel,0,9402,No home garden,0,4,64
290,143.18,Barrel,1,4957,No home garden,0,9,62.4
291,219.98,No barrel,0,5772,No home garden,0,5,77.6
292,198.41,No barrel,0,25044,Home garden,1,8,61.4
293,181.41,Barrel,1,9163,No home garden,0,5,72.2
294,223.96,No barrel,0,11746,No home garden,0,3,70.3
295,258.9,No barrel,0,36012,No home garden,0,4,69.5
296,218.83,No barrel,0,19909,No home garden,0,7,74
297,263.51,No barrel,0,13791,No home garden,0,3,78.1
298,212.48,No barrel,0,17166,Home garden,1,8,68.1
299,243.84,No barrel,0,32059,No home garden,0,3,64.2
300,172.51,No barrel,0,15538,No home garden,0,8,65.6
301,220.47,No barrel,0,24576,No home garden,0,6,69.9
302,263.96,No barrel,0,36060,Home garden,1,8,76.8
303,197.98,No barrel,0,14428,No home garden,0,4,71.6
304,197.22,No barrel,0,16403,No home garden,0,6,70.6
305,174.82,Barrel,1,15809,No home garden,0,7,67
306,213.17,Barrel,1,16009,No home garden,0,3,80.4
307,156.97,Barrel,1,22192,Home garden,1,10,69.7
308,194.3,Barrel,1,32695,Home garden,1,8,62
309,176.04,No barrel,0,26563,Home garden,1,8,59.8
310,229.77,Barrel,1,20250,No home garden,0,4,70.8
311,225.64,Barrel,1,19129,No home garden,0,2,71.9
312,234.07,Barrel,1,36691,Home garden,1,10,71.7
313,214.66,No barrel,0,19936,Home garden,1,8,64.2
314,214.13,No barrel,0,30956,No home garden,0,4,55.2
315,198.66,No barrel,0,9035,No home garden,0,5,63.8
316,202.66,Barrel,1,25321,No home garden,0,6,73.5
317,214.57,No barrel,0,21845,No home garden,0,7,65.4
318,233.84,No barrel,0,18141,No home garden,0,6,71.6
319,185.76,Barrel,1,17294,Home garden,1,8,75.3
320,234.4,No barrel,0,24703,Home garden,1,9,71
321,234.4,Barrel,1,26873,Home garden,1,6,78.3
322,209.59,No barrel,0,23680,Home garden,1,9,70.5
323,238.72,No barrel,0,32314,No home garden,0,4,64
324,199.38,No barrel,0,26245,No home garden,0,6,57.8
325,213.76,No barrel,0,21201,No home garden,0,6,70.4
326,264.43,No barrel,0,31968,No home garden,0,2,73.9
327,251.96,No barrel,0,21966,No home garden,0,6,72.6
328,251.54,No barrel,0,21619,No home garden,0,3,71.3
329,252.2,No barrel,0,29348,No home garden,0,5,67.9
330,182.34,Barrel,1,17334,No home garden,0,6,65.9
331,170.29,Barrel,1,22451,Home garden,1,8,64.1
332,243.47,No barrel,0,23481,Home garden,1,8,72.6
333,154.37,Barrel,1,11152,No home garden,0,6,66.7
334,236.34,Barrel,1,13522,No home garden,0,2,84.2
335,271.13,No barrel,0,18675,No home garden,0,2,76.3
336,215.62,No barrel,0,29744,Home garden,1,6,64.3
337,218.31,No barrel,0,29141,Home garden,1,9,63.5
338,219.9,No barrel,0,18130,No home garden,0,6,67.9
339,154.86,Barrel,1,9674,No home garden,0,7,73.3
340,159.77,Barrel,1,2995,No home garden,0,7,75.6
341,211.59,Barrel,1,17610,No home garden,0,4,70.3
342,181.2,No barrel,0,5752,No home garden,0,5,68.7
343,214.11,No barrel,0,18593,No home garden,0,4,71.7
344,269.58,No barrel,0,31806,No home garden,0,4,81
345,180.2,Barrel,1,4582,No home garden,0,7,77.5
346,209.39,No barrel,0,27107,Home garden,1,7,64.4
347,209.17,Barrel,1,20361,No home garden,0,6,74.6
348,198.69,No barrel,0,11789,No home garden,0,7,66.5
349,264.43,No barrel,0,22098,No home garden,0,4,76.7
350,181.37,No barrel,0,9797,No home garden,0,3,67.5
351,188.01,Barrel,1,28685,Home garden,1,7,71.2
352,198.62,Barrel,1,23137,No home garden,0,2,70.3
353,193.99,Barrel,1,17442,No home garden,0,5,78.1
354,153,Barrel,1,2082,No home garden,0,5,70.7
355,139.21,Barrel,1,1886,No home garden,0,6,68.3
356,200.25,Barrel,1,19408,No home garden,0,3,74
357,255.57,No barrel,0,15740,No home garden,0,2,73.8
358,157.93,Barrel,1,10330,No home garden,0,8,66.6
359,204.35,Barrel,1,23610,Home garden,1,8,75.8
360,167.95,Barrel,1,10932,No home garden,0,5,69.5
361,216.61,No barrel,0,11705,No home garden,0,4,68.9
362,280.74,No barrel,0,36420,Home garden,1,6,71
363,257.72,No barrel,0,37060,Home garden,1,8,62.8
364,206.97,No barrel,0,20577,No home garden,0,3,61.1
365,168.68,Barrel,1,13606,No home garden,0,6,70.6
366,208.28,Barrel,1,24182,No home garden,0,6,69.8
367,221.38,No barrel,0,8218,No home garden,0,3,67.2
368,242.76,Barrel,1,28461,Home garden,1,6,77.9
369,173.17,Barrel,1,11640,No home garden,0,4,70.2
370,180.75,Barrel,1,6801,No home garden,0,5,70
371,182.55,Barrel,1,19448,No home garden,0,5,71.4
372,203.42,No barrel,0,20970,No home garden,0,6,71.6
373,207.85,Barrel,1,21163,No home garden,0,1,70
374,235.58,No barrel,0,17070,No home garden,0,3,70.9
375,196.96,Barrel,1,30536,Home garden,1,9,77.5
376,135.61,Barrel,1,982,No home garden,0,7,79.7
377,186.63,Barrel,1,19660,No home garden,0,3,66.4
378,228.49,No barrel,0,22161,Home garden,1,8,68.2
379,246.42,Barrel,1,31622,No home garden,0,4,75.4
380,160.62,Barrel,1,8157,No home garden,0,7,71
381,189.67,No barrel,0,13119,No home garden,0,4,64.4
382,243.47,No barrel,0,24252,No home garden,0,5,70.4
383,240.82,No barrel,0,17648,No home garden,0,5,73.8
384,143.57,No barrel,0,3478,No home garden,0,4,61.9
385,219.99,No barrel,0,27011,No home garden,0,4,60.6
386,252.85,No barrel,0,16246,No home garden,0,3,71.1
387,206.95,No barrel,0,13220,No home garden,0,2,68.4
388,211.46,No barrel,0,29814,Home garden,1,10,63.3
389,209.92,Barrel,1,32031,Home garden,1,7,66.4
390,194.39,Barrel,1,19079,No home garden,0,3,73.7
391,246.26,Barrel,1,31389,No home garden,0,3,73
392,190.54,No barrel,0,16959,No home garden,0,3,65.7
393,275.6,No barrel,0,34034,Home garden,1,8,72
394,206.99,No barrel,0,14242,No home garden,0,7,73
395,186.95,No barrel,0,7896,No home garden,0,4,69.6
396,165.7,Barrel,1,15567,No home garden,0,8,68.8
397,206.61,No barrel,0,11384,No home garden,0,5,69.3
398,227.45,No barrel,0,12423,No home garden,0,2,73.2
399,199.99,No barrel,0,11376,No home garden,0,6,70.5
400,231.19,Barrel,1,27549,No home garden,0,4,76.8
401,203.92,Barrel,1,22512,No home garden,0,4,70.7
402,228.38,Barrel,1,21336,Home garden,1,8,76.7
403,212.06,Barrel,1,12950,No home garden,0,3,70.8
404,238.12,No barrel,0,26771,Home garden,1,7,72.8
405,220.85,No barrel,0,12474,No home garden,0,5,73
406,196.27,No barrel,0,15037,Home garden,1,9,66.1
407,230.64,No barrel,0,21735,Home garden,1,7,72.7
408,249.14,Barrel,1,33339,Home garden,1,7,78
409,217.43,No barrel,0,21485,No home garden,0,6,64.6
410,216.62,No barrel,0,19231,No home garden,0,6,66
411,198.28,No barrel,0,11639,No home garden,0,4,63.3
412,187.09,Barrel,1,23759,No home garden,0,4,68.6
413,210.38,Barrel,1,19035,No home garden,0,7,71.9
414,194.44,No barrel,0,12768,No home garden,0,4,63.7
415,145.61,Barrel,1,14954,No home garden,0,5,67.7
416,221.22,No barrel,0,23186,No home garden,0,5,71.6
417,198.47,No barrel,0,18246,No home garden,0,6,66.7
418,176.72,Barrel,1,12380,No home garden,0,6,68.6
419,250.82,No barrel,0,30214,No home garden,0,5,67.3
420,182.2,No barrel,0,9743,No home garden,0,7,67
421,167.46,No barrel,0,14253,No home garden,0,6,64
422,197.23,Barrel,1,16838,No home garden,0,4,74.9
423,207.56,No barrel,0,21306,No home garden,0,5,60.8
424,170.31,No barrel,0,12565,No home garden,0,6,72
425,204.37,Barrel,1,29013,No home garden,0,4,69.1
426,278.27,No barrel,0,28754,No home garden,0,1,73.1
427,223.22,Barrel,1,33999,No home garden,0,3,74.6
428,182.31,No barrel,0,4514,No home garden,0,5,71.6
429,266.63,No barrel,0,28854,No home garden,0,5,70.2
430,215.78,Barrel,1,32674,Home garden,1,8,74.8
431,281.45,No barrel,0,25658,No home garden,0,1,70.6
432,181.85,Barrel,1,9121,No home garden,0,3,69
433,192.85,Barrel,1,20175,No home garden,0,7,72.7
434,228.38,Barrel,1,33906,No home garden,0,4,68.4
435,220.59,No barrel,0,14747,No home garden,0,2,67
436,198.36,Barrel,1,27357,Home garden,1,7,69.7
437,199.85,No barrel,0,19782,No home garden,0,3,67.8
438,211.86,No barrel,0,3006,No home garden,0,8,76.1
439,189.65,No barrel,0,4741,No home garden,0,5,76.5
440,152.97,No barrel,0,6697,Home garden,1,10,60.8
441,175.19,Barrel,1,19251,No home garden,0,6,67.2
442,242.46,No barrel,0,16104,No home garden,0,7,77.1
443,158.63,Barrel,1,4106,No home garden,0,6,73.8
444,218.88,No barrel,0,11793,No home garden,0,2,65.5
445,193.6,No barrel,0,11378,No home garden,0,9,72.3
446,196.82,No barrel,0,14103,No home garden,0,2,61.2
447,204.42,Barrel,1,30836,No home garden,0,5,64.9
448,240.96,No barrel,0,20782,Home garden,1,7,73
449,231.59,No barrel,0,31260,Home garden,1,9,65.3
450,258.44,No barrel,0,20661,No home garden,0,2,76
451,220.1,No barrel,0,13977,No home garden,0,4,67.1
452,190.98,Barrel,1,17355,No home garden,0,2,70.3
453,166.93,Barrel,1,21482,Home garden,1,8,70
454,217.34,No barrel,0,13677,No home garden,0,8,72
455,218.35,No barrel,0,26645,No home garden,0,4,62.3
456,220.42,No barrel,0,11934,No home garden,0,4,67.2
457,249.08,No barrel,0,21117,No home garden,0,5,69.3
458,242,No barrel,0,22077,No home garden,0,3,64.4
459,213.58,No barrel,0,16688,No home garden,0,6,70.5
460,232.79,Barrel,1,38528,Home garden,1,6,75.4
461,207.43,No barrel,0,18839,No home garden,0,3,61.8
462,205.22,Barrel,1,31148,No home garden,0,4,71.2
463,230.68,No barrel,0,17226,No home garden,0,5,71.9
464,193.6,No barrel,0,3494,No home garden,0,5,69.5
465,187.31,Barrel,1,19242,No home garden,0,8,74
466,228.4,No barrel,0,17631,No home garden,0,4,67.8
467,172.5,No barrel,0,7341,No home garden,0,6,68.9
468,230.74,No barrel,0,36758,Home garden,1,6,70
469,184.29,Barrel,1,16308,No home garden,0,3,73.9
470,210.65,No barrel,0,12537,No home garden,0,5,69
471,160.26,Barrel,1,3592,No home garden,0,6,79.9
472,223.06,No barrel,0,13035,No home garden,0,3,66.8
473,243.04,Barrel,1,32190,Home garden,1,5,72
474,146.45,Barrel,1,18444,No home garden,0,4,56.7
475,265.33,No barrel,0,33438,Home garden,1,5,70.5
476,235.59,Barrel,1,33103,No home garden,0,2,64.6
477,245.16,No barrel,0,21262,No home garden,0,2,64.7
478,185.56,Barrel,1,17543,No home garden,0,6,76.6
479,177.04,Barrel,1,18878,No home garden,0,4,69
480,244.52,No barrel,0,20398,No home garden,0,2,75.2
481,249.22,No barrel,0,33642,Home garden,1,6,67.7
482,240.67,Barrel,1,37338,Home garden,1,6,76.6
483,215.18,Barrel,1,27251,No home garden,0,5,69
484,183.05,Barrel,1,24893,No home garden,0,6,73
