id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
402,224.33,No barrel,0,21336,Home garden,1,9,70.7
403,198.13,No barrel,0,12950,No home garden,0,3,64.3
404,219.19,No barrel,0,26771,Home garden,1,7,68.3
405,147.52,Barrel,1,12474,No home garden,0,6,65
406,201.83,No barrel,0,15037,Home garden,1,10,73.1
407,185.17,Barrel,1,21735,Home garden,1,8,71.2
408,254.96,No barrel,0,33339,Home garden,1,7,75
409,171.68,Barrel,1,21485,No home garden,0,6,69.7
410,251.87,No barrel,0,19231,No home garden,0,6,76.1
411,186.05,Barrel,1,11639,No home garden,0,4,69.9
412,174.26,Barrel,1,23759,No home garden,0,4,59.8
413,210.55,No barrel,0,19035,No home garden,0,7,63.1
414,236.6,No barrel,0,12768,No home garden,0,4,68.5
415,188.31,Barrel,1,14954,No home garden,0,5,73.6
416,189.69,Barrel,1,23186,No home garden,0,6,77.3
417,169.15,Barrel,1,18246,No home garden,0,6,72.9
418,216.6,No barrel,0,12380,No home garden,0,6,72.7
419,254.69,No barrel,0,30214,No home garden,0,5,77.2
420,170.96,No barrel,0,9743,No home garden,0,8,61.1
421,177.28,Barrel,1,14253,No home garden,0,6,74.1
422,191.08,No barrel,0,16838,No home garden,0,5,64.1
423,260.63,No barrel,0,21306,No home garden,0,5,76.1
424,195.57,No barrel,0,12565,No home garden,0,6,65.2
425,250.1,No barrel,0,29013,No home garden,0,5,70.4
426,238.95,Barrel,1,28754,No home garden,0,1,64.2
427,258.69,Barrel,1,33999,No home garden,0,3,72.7
428,159.63,No barrel,0,4514,No home garden,0,5,68.4
429,233.18,No barrel,0,28854,No home garden,0,5,68.9
430,226.18,Barrel,1,32674,Home garden,1,8,70
431,221.2,Barrel,1,25658,No home garden,0,1,68.7
432,208.29,No barrel,0,9121,No home garden,0,3,73.3
433,206.17,Barrel,1,20175,No home garden,0,7,70.4
434,293.28,No barrel,0,33906,No home garden,0,4,74.1
435,260.73,No barrel,0,14747,No home garden,0,2,72.7
436,202.98,Barrel,1,27357,Home garden,1,7,76.3
437,240.17,No barrel,0,19782,No home garden,0,3,66.7
438,155.14,Barrel,1,3006,No home garden,0,9,75.6
439,157.46,Barrel,1,4741,No home garden,0,5,64.4
440,186.63,No barrel,0,6697,Home garden,1,10,65.7
441,184.82,Barrel,1,19251,No home garden,0,7,66.5
442,178.85,Barrel,1,16104,No home garden,0,7,65.7
443,203.99,No barrel,0,4106,No home garden,0,6,74.2
444,164.37,Barrel,1,11793,No home garden,0,2,64.3
445,177.08,No barrel,0,11378,No home garden,0,9,72.8
446,184.46,Barrel,1,14103,No home garden,0,2,67.7
447,250.94,No barrel,0,30836,No home garden,0,5,71.4
448,217.1,No barrel,0,20782,Home garden,1,7,70.2
449,207.97,Barrel,1,31260,Home garden,1,9,73.8
450,190.13,Barrel,1,20661,No home garden,0,2,71.4
451,186.14,Barrel,1,13977,No home garden,0,4,68.8
452,226.82,No barrel,0,17355,No home garden,0,2,70.2
453,198.93,No barrel,0,21482,Home garden,1,8,66.8
454,119.71,Barrel,1,13677,No home garden,0,8,65.2
455,229.93,Barrel,1,26645,No home garden,0,4,74.4
456,180.06,Barrel,1,11934,No home garden,0,4,66.3
457,201.93,Barrel,1,21117,No home garden,0,5,68.5
458,241.86,No barrel,0,22077,No home garden,0,3,64
459,158.09,Barrel,1,16688,No home garden,0,6,64.9
460,244.47,No barrel,0,38528,Home garden,1,6,59.5
461,239.8,Barrel,1,18839,No home garden,0,3,76.2
462,237.47,Barrel,1,31148,No home garden,0,4,78
463,224.6,No barrel,0,17226,No home garden,0,5,72
464,131.08,Barrel,1,3494,No home garden,0,5,62.7
465,152.13,Barrel,1,19242,No home garden,0,8,65.9
466,217.99,No barrel,0,17631,No home garden,0,5,77.8
467,99.63,Barrel,1,7341,No home garden,0,6,54.3
468,246.4,No barrel,0,36758,Home garden,1,6,71.6
469,159.77,Barrel,1,16308,No home garden,0,3,61.5
470,216.95,No barrel,0,12537,No home garden,0,5,67.3
471,178.75,No barrel,0,3592,No home garden,0,6,72.2
472,204.05,No barrel,0,13035,No home garden,0,3,68.4
473,267.06,Barrel,1,32190,Home garden,1,6,81.8
474,197.12,Barrel,1,18444,No home garden,0,4,66.3
475,244.41,No barrel,0,33438,Home garden,1,5,73.8
476,281.83,No barrel,0,33103,No home garden,0,2,70.7
477,216.74,Barrel,1,21262,No home garden,0,2,66.9
478,153.14,Barrel,1,17543,No home garden,0,6,63.1
479,185.92,Barrel,1,18878,No home garden,0,4,61.2
480,245.79,No barrel,0,20398,No home garden,0,2,60.3
481,236.07,No barrel,0,33642,Home garden,1,7,59.4
482,269.57,No barrel,0,37338,Home garden,1,6,67.4
483,245.82,No barrel,0,27251,No home garden,0,6,66.5
