id,entrance_exam,tutoring,tutoring_text,exit_exam
337,74.1,FALSE,No tutor,68.6
338,38.4,TRUE,Tutor,44.8
339,99.8,FALSE,No tutor,77
340,88.4,FALSE,No tutor,62.3
341,53.1,TRUE,Tutor,63.1
342,67.6,TRUE,Tutor,56.1
343,61.5,TRUE,Tutor,58.6
344,69.1,TRUE,Tutor,75.7
345,67.3,TRUE,Tutor,69.1
346,77.5,FALSE,No tutor,63.7
347,89.8,FALSE,No tutor,67.7
348,92.6,FALSE,No tutor,75.2
349,77.2,FALSE,No tutor,68.1
350,84.1,FALSE,No tutor,69
351,89.6,FALSE,No tutor,60.1
352,70,TRUE,Tutor,74.4
353,75.1,FALSE,No tutor,62.1
354,91.7,FALSE,No tutor,76.3
355,85.3,FALSE,No tutor,72.1
356,79,FALSE,No tutor,73.3
357,93.9,FALSE,No tutor,65.5
358,82.2,FALSE,No tutor,62.8
359,87.6,FALSE,No tutor,74.7
360,97.7,FALSE,No tutor,65.7
361,82.2,FALSE,No tutor,79.6
362,85.5,FALSE,No tutor,57.8
363,86.4,FALSE,No tutor,57.5
364,66.9,TRUE,Tutor,67.2
365,75.3,FALSE,No tutor,66.5
366,92.6,FALSE,No tutor,78.9
367,70.8,FALSE,No tutor,66.6
368,79.5,FALSE,No tutor,69.4
369,74.9,FALSE,No tutor,67.2
370,64.6,TRUE,Tutor,58.9
371,75.8,FALSE,No tutor,68.3
372,38.8,TRUE,Tutor,54.8
373,75.8,FALSE,No tutor,62
374,92.8,FALSE,No tutor,67.5
375,92.5,FALSE,No tutor,77.8
376,96.8,FALSE,No tutor,79
377,88.7,FALSE,No tutor,72.5
378,88,FALSE,No tutor,65.5
379,86.4,FALSE,No tutor,68.9
380,63,TRUE,Tutor,74.2
381,92.9,FALSE,No tutor,72.1
382,77.4,FALSE,No tutor,60.5
383,68.5,TRUE,Tutor,72
384,80,FALSE,No tutor,71.3
385,74.8,FALSE,No tutor,69
386,90.1,FALSE,No tutor,71.7
387,93,FALSE,No tutor,68.7
388,73,FALSE,No tutor,53.2
389,83.9,FALSE,No tutor,75.8
390,71.8,FALSE,No tutor,66.6
391,71.1,FALSE,No tutor,72.6
392,45.4,TRUE,Tutor,56.8
393,83.9,FALSE,No tutor,61
394,62.1,TRUE,Tutor,64
395,86.9,FALSE,No tutor,57.8
396,94.4,FALSE,No tutor,67.4
397,92.4,FALSE,No tutor,75.5
398,80.2,FALSE,No tutor,52.4
399,76,FALSE,No tutor,59.4
400,88.6,FALSE,No tutor,64.5
401,73.7,FALSE,No tutor,68.3
402,63.7,TRUE,Tutor,68.7
403,93.1,FALSE,No tutor,79.8
404,96.9,FALSE,No tutor,74
405,92.9,FALSE,No tutor,59.5
406,89.5,FALSE,No tutor,73.2
407,82.3,FALSE,No tutor,65.6
408,58.9,TRUE,Tutor,57.8
409,72.9,FALSE,No tutor,71.6
410,85.9,FALSE,No tutor,77
411,78.4,FALSE,No tutor,70.7
412,85.2,FALSE,No tutor,65.2
413,54.4,TRUE,Tutor,61.6
414,53.3,TRUE,Tutor,50.8
415,92.1,FALSE,No tutor,79.4
416,88,FALSE,No tutor,72.3
417,95.7,FALSE,No tutor,63.5
418,69.9,TRUE,Tutor,74.6
419,73.6,FALSE,No tutor,63.7
420,89,FALSE,No tutor,70.5
421,64.3,TRUE,Tutor,66.8
422,94.1,FALSE,No tutor,68.7
423,91.6,FALSE,No tutor,64.9
424,78.5,FALSE,No tutor,58.5
425,68.1,TRUE,Tutor,62.8
426,62.9,TRUE,Tutor,73
427,56.4,TRUE,Tutor,63.4
428,92.6,FALSE,No tutor,82.9
429,63.4,TRUE,Tutor,65
430,79.6,FALSE,No tutor,71.8
431,81.6,FALSE,No tutor,76.4
432,94.7,FALSE,No tutor,81.7
433,68.4,TRUE,Tutor,64.7
434,71.2,FALSE,No tutor,58.1
435,78.1,FALSE,No tutor,58.3
436,91.1,FALSE,No tutor,74.5
437,89,FALSE,No tutor,68.1
438,78,FALSE,No tutor,60.6
439,54.9,TRUE,Tutor,63.1
440,83.3,FALSE,No tutor,74.3
441,89.3,FALSE,No tutor,59.9
442,68.3,TRUE,Tutor,61.6
443,69.7,TRUE,Tutor,71.3
444,47.2,TRUE,Tutor,59.6
445,42.4,TRUE,Tutor,58.5
446,80.1,FALSE,No tutor,67
447,77.8,FALSE,No tutor,64.3
448,87.2,FALSE,No tutor,68.5
449,89.1,FALSE,No tutor,67.7
450,83.1,FALSE,No tutor,73.2
451,73.7,FALSE,No tutor,72.8
452,78.2,FALSE,No tutor,66.8
453,74.2,FALSE,No tutor,56.3
454,74.3,FALSE,No tutor,69
455,63.3,TRUE,Tutor,66.5
456,82,FALSE,No tutor,67.3
457,37.2,TRUE,Tutor,64.1
458,69.5,TRUE,Tutor,76
459,92.3,FALSE,No tutor,62.9
460,82.1,FALSE,No tutor,73.9
461,67.9,TRUE,Tutor,74.4
462,83.9,FALSE,No tutor,72.3
463,71.4,FALSE,No tutor,50
464,47.3,TRUE,Tutor,60.1
465,86.9,FALSE,No tutor,63.9
466,78.1,FALSE,No tutor,57.6
467,85.9,FALSE,No tutor,70.8
468,91.7,FALSE,No tutor,78.6
469,96.5,FALSE,No tutor,71.9
470,74.3,FALSE,No tutor,64.8
471,65.9,TRUE,Tutor,55.3
472,65.1,TRUE,Tutor,71.4
473,93.8,FALSE,No tutor,74.2
474,91.8,FALSE,No tutor,65.2
475,91.9,FALSE,No tutor,75.8
476,87.4,FALSE,No tutor,68.8
477,74.8,FALSE,No tutor,58.3
478,66.1,TRUE,Tutor,71.1
479,57.2,TRUE,Tutor,71.8
480,65.6,TRUE,Tutor,65.3
481,87.5,FALSE,No tutor,70.9
482,91.3,FALSE,No tutor,82.6
483,82.4,FALSE,No tutor,64
484,75.9,FALSE,No tutor,61.9
485,63.1,TRUE,Tutor,70.4
486,89.1,FALSE,No tutor,70.9
487,72.5,FALSE,No tutor,65.3
488,46.4,TRUE,Tutor,53.6
489,89.6,FALSE,No tutor,79.9
490,81.3,FALSE,No tutor,72.3
491,96.1,FALSE,No tutor,76.4
492,72.6,FALSE,No tutor,48.7
493,86.8,FALSE,No tutor,69.6
494,89.9,FALSE,No tutor,77.1
495,88.4,FALSE,No tutor,55.7
496,69.4,TRUE,Tutor,71.5
497,97.8,FALSE,No tutor,69.3
498,84.1,FALSE,No tutor,57.4
499,90.7,FALSE,No tutor,67
500,90.2,FALSE,No tutor,58.8
501,68.7,TRUE,Tutor,75
502,71.3,FALSE,No tutor,71.9
503,79.5,FALSE,No tutor,71.6
504,67.4,TRUE,Tutor,73
505,86.4,FALSE,No tutor,66.3
506,97.3,FALSE,No tutor,77.2
507,81.4,FALSE,No tutor,60.9
508,83.3,FALSE,No tutor,63.2
509,75,FALSE,No tutor,56.8
510,69.8,TRUE,Tutor,56.9
511,57.9,TRUE,Tutor,73.3
512,77,FALSE,No tutor,55.2
513,85.2,FALSE,No tutor,69.6
514,82.4,FALSE,No tutor,71.9
515,60.6,TRUE,Tutor,76.3
516,89.1,FALSE,No tutor,75.6
517,90.2,FALSE,No tutor,72.4
518,72.1,FALSE,No tutor,72.7
519,65.7,TRUE,Tutor,70.6
520,61.6,TRUE,Tutor,61.6
521,77.6,FALSE,No tutor,72.5
522,80.7,FALSE,No tutor,65.4
523,53,TRUE,Tutor,70.4
524,91.9,FALSE,No tutor,71.4
525,55.7,TRUE,Tutor,55.2
526,86.7,FALSE,No tutor,76.3
527,75.5,FALSE,No tutor,54.7
528,68.6,TRUE,Tutor,75.9
529,75.5,FALSE,No tutor,67.7
530,85.2,FALSE,No tutor,58.8
531,74.7,FALSE,No tutor,68.2
532,89,FALSE,No tutor,76.2
533,87,FALSE,No tutor,54.6
534,54.4,TRUE,Tutor,63.9
535,71.4,FALSE,No tutor,44
536,89.6,FALSE,No tutor,70.3
537,77.7,FALSE,No tutor,69.7
538,66,TRUE,Tutor,72.9
539,89.4,FALSE,No tutor,57.4
540,83.5,FALSE,No tutor,62.3
541,56.1,TRUE,Tutor,57.7
542,84.6,FALSE,No tutor,67.4
543,95.5,FALSE,No tutor,71.3
544,69.8,TRUE,Tutor,73.5
545,94,FALSE,No tutor,62.2
546,94.3,FALSE,No tutor,74.6
547,76.6,FALSE,No tutor,58.4
548,76.8,FALSE,No tutor,50.5
549,78.3,FALSE,No tutor,64.5
550,72.4,FALSE,No tutor,72.2
551,87.2,FALSE,No tutor,73.1
552,75.7,FALSE,No tutor,57.9
553,85.3,FALSE,No tutor,57.2
554,78.9,FALSE,No tutor,62.8
555,91.9,FALSE,No tutor,63.8
556,79.6,FALSE,No tutor,56.8
557,76,FALSE,No tutor,54.2
558,87.5,FALSE,No tutor,62.5
559,77.1,FALSE,No tutor,65
560,86.9,FALSE,No tutor,59.7
561,86.9,FALSE,No tutor,72.2
562,81,FALSE,No tutor,62.7
563,68.4,TRUE,Tutor,73
564,81,FALSE,No tutor,61.6
565,74.4,FALSE,No tutor,58.1
566,56.8,TRUE,Tutor,64.2
567,82.2,FALSE,No tutor,65.9
568,79.5,FALSE,No tutor,61.2
569,68,TRUE,Tutor,76.8
570,92.8,FALSE,No tutor,62.6
571,67.2,TRUE,Tutor,66.4
572,85.5,FALSE,No tutor,63.2
573,91.8,FALSE,No tutor,72.2
574,96.1,FALSE,No tutor,84.5
575,87.7,FALSE,No tutor,62.6
576,92.1,FALSE,No tutor,73
577,92.2,FALSE,No tutor,66
578,92.4,FALSE,No tutor,79.1
579,67.2,TRUE,Tutor,56.8
580,89.5,FALSE,No tutor,72.5
581,86.5,FALSE,No tutor,68.7
582,83.9,FALSE,No tutor,70.9
583,74.4,FALSE,No tutor,65.9
584,83.1,FALSE,No tutor,74.4
585,60.5,TRUE,Tutor,64.3
586,82.3,FALSE,No tutor,62.3
587,97.8,FALSE,No tutor,75.3
588,79.3,FALSE,No tutor,67.7
589,96.5,FALSE,No tutor,69.9
590,57.6,TRUE,Tutor,69
591,88,FALSE,No tutor,73.3
592,91.6,FALSE,No tutor,78.8
593,86.2,FALSE,No tutor,63.2
594,66.3,TRUE,Tutor,73
595,73.2,FALSE,No tutor,52.9
596,90.3,FALSE,No tutor,71.4
597,77.9,FALSE,No tutor,63.9
598,66.7,TRUE,Tutor,73.5
599,41.3,TRUE,Tutor,53.4
600,75.5,FALSE,No tutor,62.7
601,87.5,FALSE,No tutor,80
602,82.5,FALSE,No tutor,61.3
603,61,TRUE,Tutor,78.4
604,57.8,TRUE,Tutor,66.8
605,69.2,TRUE,Tutor,80.1
606,81.1,FALSE,No tutor,63.2
607,92.6,FALSE,No tutor,57.5
608,83.3,FALSE,No tutor,62.4
609,85.7,FALSE,No tutor,56.7
610,71.8,FALSE,No tutor,67.7
611,64.1,TRUE,Tutor,61.8
612,92.1,FALSE,No tutor,69.6
613,84.4,FALSE,No tutor,66.3
614,75.3,FALSE,No tutor,53.2
615,83.4,FALSE,No tutor,69.7
616,92.4,FALSE,No tutor,73.9
617,99,FALSE,No tutor,78.6
618,78.2,FALSE,No tutor,73.1
619,78.3,FALSE,No tutor,63.6
620,37,TRUE,Tutor,53.8
621,97.1,FALSE,No tutor,67.5
622,87.1,FALSE,No tutor,70.2
623,59.2,TRUE,Tutor,71.1
624,71.5,FALSE,No tutor,61.7
625,75.7,FALSE,No tutor,59.2
626,86.6,FALSE,No tutor,66.1
627,74.2,FALSE,No tutor,53
628,81.5,FALSE,No tutor,50
629,75.8,FALSE,No tutor,47.9
630,86.1,FALSE,No tutor,71.3
631,46.3,TRUE,Tutor,58.8
632,83.3,FALSE,No tutor,69.4
633,82.5,FALSE,No tutor,67.8
634,83.1,FALSE,No tutor,62.9
635,82.4,FALSE,No tutor,69.8
636,76.1,FALSE,No tutor,71
637,70.7,FALSE,No tutor,62.2
638,64.2,TRUE,Tutor,54.4
639,81.9,FALSE,No tutor,49.7
640,89.9,FALSE,No tutor,73
641,94.1,FALSE,No tutor,65.1
642,77.1,FALSE,No tutor,64.5
643,76.9,FALSE,No tutor,64.4
644,75.9,FALSE,No tutor,67.8
645,79.4,FALSE,No tutor,74.8
646,76,FALSE,No tutor,56.2
647,76.2,FALSE,No tutor,74.2
648,88.1,FALSE,No tutor,71.7
649,70.4,FALSE,No tutor,46.6
650,91.4,FALSE,No tutor,69.9
651,94.3,FALSE,No tutor,70.6
652,79.8,FALSE,No tutor,57.7
653,91.5,FALSE,No tutor,62.3
654,66.4,TRUE,Tutor,63
655,80.1,FALSE,No tutor,61.7
656,88.2,FALSE,No tutor,56.2
657,79.6,FALSE,No tutor,49.8
658,43.8,TRUE,Tutor,55.1
659,79.6,FALSE,No tutor,66.4
660,82.8,FALSE,No tutor,66.3
661,70.9,FALSE,No tutor,57.6
662,55.2,TRUE,Tutor,67.5
663,90.9,FALSE,No tutor,65.1
664,80.7,FALSE,No tutor,74
665,53.8,TRUE,Tutor,42.8
666,71.5,FALSE,No tutor,59.4
667,80.8,FALSE,No tutor,65.9
668,93.2,FALSE,No tutor,67.1
669,82.1,FALSE,No tutor,69.1
670,80.7,FALSE,No tutor,66.5
671,79.1,FALSE,No tutor,64.4
672,37.9,TRUE,Tutor,44.2
673,84.6,FALSE,No tutor,61.5
674,95,FALSE,No tutor,71.1
675,68.3,TRUE,Tutor,70.5
676,79.6,FALSE,No tutor,66.6
677,81,FALSE,No tutor,74.5
678,65.2,TRUE,Tutor,62.4
679,99.4,FALSE,No tutor,71
680,85.8,FALSE,No tutor,75.1
681,80.2,FALSE,No tutor,66.5
682,65.9,TRUE,Tutor,56.7
683,81.9,FALSE,No tutor,54.9
684,90.6,FALSE,No tutor,78.6
685,70.9,FALSE,No tutor,53.7
686,77.5,FALSE,No tutor,62.7
687,75.9,FALSE,No tutor,59.8
688,51.6,TRUE,Tutor,67
689,85.6,FALSE,No tutor,69.4
690,92.7,FALSE,No tutor,83.5
691,93,FALSE,No tutor,76.8
692,90.8,FALSE,No tutor,72.7
693,93.8,FALSE,No tutor,60.5
694,78.6,FALSE,No tutor,71.6
695,79.4,FALSE,No tutor,62.3
696,61.8,TRUE,Tutor,65.2
697,91.5,FALSE,No tutor,79.8
698,81.3,FALSE,No tutor,63.4
699,66.7,TRUE,Tutor,54.5
700,83.2,FALSE,No tutor,58.6
701,61.6,TRUE,Tutor,56
702,63.8,TRUE,Tutor,68.5
703,86.7,FALSE,No tutor,60.2
704,88.3,FALSE,No tutor,77.6
705,80.8,FALSE,No tutor,66.7
706,77.7,FALSE,No tutor,63
707,78.7,FALSE,No tutor,60.1
708,86,FALSE,No tutor,62
709,89.9,FALSE,No tutor,73.4
710,91.8,FALSE,No tutor,74.5
711,58.3,TRUE,Tutor,66.8
712,90.5,FALSE,No tutor,74.4
